"clip","act","first","last","seed_family","recommended_seed","seed_used","task_id","status","attempts","credits","file","prompt","notes"
"ARC-011","ACT II - THE DESCENT","ARC-KF11","ARC-KF12","DESCENT","284302","","","pending","0","0","ARC-011.mp4","Generate single shot. Treat the supplied ARC-KF11 FIRST frame and ARC-KF12 LAST frame as immutable exact endpoints. The existing golden reel unspools one final measured length into the punched-glass rack while its wall shadow shows tiny figures dancing the data being read; the last plate clicks into place and steadies. Make one patient 65 mm macro track right 1.5 metres along the reel path, preserving the exact machine, bench, plate edges, rear-view engineer, green workshop light, and real wall projection as the completed rack becomes the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF12 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-012","ACT II - THE DESCENT","ARC-KF12","ARC-KF13","DESCENT","284302","","","pending","0","0","ARC-012.mp4","Generate single shot. Treat the supplied ARC-KF12 FIRST frame and ARC-KF13 LAST frame as immutable exact endpoints. The existing backlight travels once from the lowest punched plate to the highest and casts their reflection onto the wall as an actual staircase of light, where the top step steadies at the open character-forge bay. Keep one locked 60 mm camera with zero translation and zero orbit, preserving the illuminated plates, etched marks, walls, catwalks, and centered engineer as the brightest real plate fills the lens as physical occlusion. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF13 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-013","ACT II - THE DESCENT","ARC-KF13","ARC-KF14","DESCENT","284302","","","pending","0","0","ARC-013.mp4","Generate single shot. Treat the supplied ARC-KF13 FIRST frame and ARC-KF14 LAST frame as immutable exact endpoints. The existing brass armatures lift the blank mannequin through one continuous sheet of paint until the finished body clears the surface; the mirror already shows that finished result while the gauge needle settles inside its thin green band. Make one slow 55 mm lateral track right six metres past the forge and mirror, preserving mannequin proportions, armature count, paint surface, workshop palette, rear-view engineer, and rigid machinery as the connected copper trunk becomes the destination. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF14 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-014","ACT II - THE DESCENT","ARC-KF14","ARC-KF15","DESCENT","284302","","","pending","0","0","ARC-014.mp4","Generate single shot. Treat the supplied ARC-KF14 FIRST frame and ARC-KF15 LAST frame as immutable exact endpoints. Exactly four identical droplets leave exactly four existing valves at the same instant and land in exactly four visible copper channels leading toward the transport loom. Make one slow 45 mm push upward six metres along the single copper trunk to its four-way split, preserving the exact valve count, four door colors, droplet identity, trunk geometry, rear-view engineer, rigid pipes, and undercity light as the four channels carry the action toward the supplied loom bed. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF15 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-015","ACT II - THE DESCENT","ARC-KF15","ARC-KF16","DESCENT","284302","","","pending","0","0","ARC-015.mp4","Generate single shot. Treat the supplied ARC-KF15 FIRST frame and ARC-KF16 LAST frame as immutable exact endpoints. One coherent pulse travels from near to far across the existing woven light net; its knots brighten and dim in sequence like one living wave before the pulse reaches the ocean chart's distant edge. Make one slow 50 mm clockwise orbit of eighteen degrees above the loom bed, preserving every net knot, chart, brass frame, faceless engineer, green haze, magenta accents, and continuous workshop geography as the high gantry enters the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF16 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-016","ACT II - THE DESCENT","ARC-KF16","ARC-KF17","DESCENT","284302","","","pending","0","0","ARC-016.mp4","Generate single shot. Treat the supplied ARC-KF16 FIRST frame and ARC-KF17 LAST frame as immutable exact endpoints. The same adult faceless engineer walks ten metres along the high gantry toward the existing magenta vat while every visible steam plume leans in the same direction toward that destination and holds its coherent flow. Make one patient 35 mm track forward eight metres behind the engineer at walking speed, preserving the navy coat, gold seams, rail height, machine layout, green atmospheric light, rigid workshop geography, and consistent screen direction until the vat dominates the supplied frame. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF17 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-017","ACT III - THE CORE","ARC-KF17","ARC-KF18","CORE","395403","","","pending","0","0","ARC-017.mp4","Generate single shot. Treat the supplied ARC-KF17 FIRST frame and ARC-KF18 LAST frame as immutable exact endpoints. One existing magenta arc rises from the iron vat, freezes for one readable blink into glyph-like hand-drawn shapes, resumes its fluid path, and reaches the gantry rail as a single continuous energy event. Make one controlled 58 mm push forward five metres toward the vat rim, preserving the vessel, drawn-magenta energy, gantry, rear-view engineer, green workshop light, rigid pipe geography, and painterly arc thickness as the real rail crosses the lens as foreground occlusion. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF18 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-018","ACT III - THE CORE","ARC-KF18","ARC-KF19","CORE","395403","","","pending","0","0","ARC-018.mp4","Generate single shot. Treat the supplied ARC-KF18 FIRST frame and ARC-KF19 LAST frame as immutable exact endpoints. The existing pneumatic tubes release one coordinated flight of brass cards toward the central hopper while each card shadow shows a tiny scene of the machine that sent it; the full hopper closes its lid once. Make one steady 40 mm lateral track right ten metres beneath the tubes, preserving card count continuity, tube paths, real shadows, rear-view engineer, green-magenta workshop palette, and hopper geometry as the closed lid supplies the landing surface. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF19 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-019","ACT III - THE CORE","ARC-KF19","ARC-KF20","CORE","395403","","","pending","0","0","ARC-019.mp4","Generate single shot. Treat the supplied ARC-KF19 FIRST frame and ARC-KF20 LAST frame as immutable exact endpoints. The existing screw press completes one measured compression of the loaded cards into a single rough dark gem; at the strike, the room's light stamps down as one coherent plane and the opened press holds the steaming result. Keep one locked 50 mm camera with zero translation and zero orbit on the press bed, preserving the screw, hopper, bright work-light rectangle, engineer silhouette, iron floor, green-magenta machinery, and centered vertical mechanism. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF20 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-020","ACT III - THE CORE","ARC-KF20","ARC-KF21","CORE","395403","","","pending","0","0","ARC-020.mp4","Generate single shot. Treat the supplied ARC-KF20 FIRST frame and ARC-KF21 LAST frame as immutable exact endpoints. The existing brass lathe cuts the rough gem facet by facet through one continuous rotation while each new facet shows a different machine scene as a stable embedded image; the final facet catches the vat's magenta glow. Make one slow 85 mm macro track forward 1.2 metres along the cutting head, preserving the gem's polygon count, brass cradle, rear-view engineer, rigid assembly, work light, and distinct facet boundaries as the completed gem fills the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF21 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-021","ACT III - THE CORE","ARC-KF21","ARC-KF22","CORE","395403","","","pending","0","0","ARC-021.mp4","Generate single shot. Treat the supplied ARC-KF21 FIRST frame and ARC-KF22 LAST frame as immutable exact endpoints. The existing magenta arcs crawl from the two opposing coils toward the suspended faceted gem while each coil shadow lengthens and both shadows join into one tower silhouette on the chamber wall. Make one slow 45 mm clockwise orbit of ninety degrees around the chamber at constant speed, preserving the upper and lower coils, centered gem, rear-view engineer, rigid machinery, magenta energy, hard rim light, and real wall shadow as the arcs reach the supplied ignition position. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF22 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-022","ACT III - THE CORE","ARC-KF22","ARC-KF23","CORE","395403","","","pending","0","0","ARC-022.mp4","Generate single shot. Treat the supplied ARC-KF22 FIRST frame and ARC-KF23 LAST frame as immutable exact endpoints. The existing magenta arcs strike the suspended gem and turn blue as they pass through it; one coherent blue shockwave then repaints the chamber surfaces in brighter brushstrokes from the gem outward. Make one controlled 40 mm push forward six metres into the flood of light, preserving the faceted core, opposing coils, rear-view engineer, rigid iron pipes, chamber geometry, and hand-drawn energy as the supplied blue ignition state becomes stable. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF23 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-023","ACT III - THE CORE","ARC-KF23","ARC-KF24","CORE","395403","","","pending","0","0","ARC-023.mp4","Generate single shot. Treat the supplied ARC-KF23 FIRST frame and ARC-KF24 LAST frame as immutable exact endpoints. The stable blue light runs upward through the existing pipe network floor by floor, and each architectural era wakes in its own palette only as the physical light front reaches it before arriving at the street grates. Make one steady 35 mm vertical rise thirty-five metres alongside the light, preserving every masonry stratum, rigid pipe axis, centered composition, era boundaries, and causal illumination as the upper-city direction enters the supplied frame. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF24 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-024","ACT III - THE CORE","ARC-KF24","ARC-KF25","CORE","395403","","","pending","0","0","ARC-024.mp4","Generate single shot. Treat the supplied ARC-KF24 FIRST frame and ARC-KF25 LAST frame as immutable exact endpoints. The blue light reaches the upper street one beat before it finishes leaving below, then the existing lamps, monuments, and clock ring bloom in one causal street-level sequence until the city stands fully lit. Make one slow 40 mm push forward two metres at street level, preserving the tower axis, gold-teal architecture, open grate, streetlamp spacing, blue central thread, and consistent light direction as the last real brass reflection fills the lens. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF25 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-025","ACT IV - THE DISTRICTS WAKE","ARC-KF25","ARC-KF26","DISTRICTS","416504","","","pending","0","0","ARC-025.mp4","Generate single shot. Treat the supplied ARC-KF25 FIRST frame and ARC-KF26 LAST frame as immutable exact endpoints. The exactly five existing district pools wake together and fuse through the engraved channels into one continuous gradient; the arena pool expands within that same physical light path until its globe becomes the destination. Make one slow 40 mm lateral track right three metres past the brass model, preserving exactly five pools, two observer silhouettes, tabletop geometry, blue connecting lines, and city layout as the real arena globe and glass rim fill the lens. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF26 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-026","ACT IV - THE DISTRICTS WAKE","ARC-KF26","ARC-KF27","DISTRICTS","416504","","","pending","0","0","ARC-026.mp4","Generate single shot. Treat the supplied ARC-KF26 FIRST frame and ARC-KF27 LAST frame as immutable exact endpoints. One arena match streak travels between the existing floating islands while every island shadow on the emerald-teal ocean remains the exact shape of its district-map counterpart and the distant sport action stays coherent. Make one steady 35 mm track forward twenty metres in a flythrough between islands, preserving their positions, brass rings, ocean scale, upper-city daylight, blue paths, and rigid map correspondence as the active platform becomes the supplied destination. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF27 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-027","ACT IV - THE DISTRICTS WAKE","ARC-KF27","ARC-KF28","DISTRICTS","416504","","","pending","0","0","ARC-027.mp4","Generate single shot. Treat the supplied ARC-KF27 FIRST frame and ARC-KF28 LAST frame as immutable exact endpoints. One foreground athlete completes a single long sport leap between the existing islands while the brass ring unfurls heraldic banners as the score; the banners settle as the athlete reaches the landing platform. Make one steady 35 mm tracking move forward ten metres beside the athlete at matching speed, preserving the floating-island positions, emerald-teal ocean, blue light trail, distant participants, gold architecture, and safe athletic staging as the real fabric supplies a foreground wipe. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF28 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-028","ACT IV - THE DISTRICTS WAKE","ARC-KF28","ARC-KF29","DISTRICTS","416504","","","pending","0","0","ARC-028.mp4","Generate single shot. Treat the supplied ARC-KF28 FIRST frame and ARC-KF29 LAST frame as immutable exact endpoints. The existing flat painted mask mural performs one continuous peel away from the stone wall, becoming a rigid 3D carved king who completes the motion by placing one foot onto the terrace. Make one slow 50 mm push forward four metres as the peel completes, preserving the same face, leaf silhouette, warm jungle inlays, terrace masonry, material colors, and upper-city daylight as the newly physical figure fills the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF29 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-029","ACT IV - THE DISTRICTS WAKE","ARC-KF29","ARC-KF30","DISTRICTS","416504","","","pending","0","0","ARC-029.mp4","Generate single shot. Treat the supplied ARC-KF29 FIRST frame and ARC-KF30 LAST frame as immutable exact endpoints. The existing artillery arcs rise above the dusk hill, freeze once into a readable dotted diagram when the carved king looks upward, resume their coherent paths, and let one arc land as a soft distant firework. Make one slow 45 mm crane upward sixteen metres from the hill toward the sky, preserving the king from behind, brass cannon park, amber dusk, safe public space, crowd scale, and exact arc spacing as the warm smoke supplies natural foreground occlusion. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF30 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-030","ACT IV - THE DISTRICTS WAKE","ARC-KF30","ARC-KF31","DISTRICTS","416504","","","pending","0","0","ARC-030.mp4","Generate single shot. Treat the supplied ARC-KF30 FIRST frame and ARC-KF31 LAST frame as immutable exact endpoints. The final edible sheet completes one gentle settling action onto the existing cake while every cake reflection in the polished brass counter shows its stable source picture and the last reflection aligns with the statue-hall archway. Make one slow 55 mm lateral track right eight metres along the counter, preserving the bakers from behind, floral cakes, glass dome, carousel, warm daylight, brass surfaces, and distinct source pictures as the real final reflection fills the lens. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF31 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-031","ACT IV - THE DISTRICTS WAKE","ARC-KF31","ARC-KF32","DISTRICTS","416504","","","pending","0","0","ARC-031.mp4","Generate single shot. Treat the supplied ARC-KF31 FIRST frame and ARC-KF32 LAST frame as immutable exact endpoints. One style seam travels steadily across the same face through the four existing archways—painted naturalism, toon, faceted form, and dusk—while both eyes remain aligned and the fourth arch completes the transformation. Make one slow 85 mm push forward two metres on the face mid-cross, preserving one identity, four stable presentations, arch geometry, marble-brass materials, gaze direction, and centered facial proportions as the fourth real arch fills the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF32 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-032","ACT IV - THE DISTRICTS WAKE","ARC-KF32","ARC-KF33","DISTRICTS","416504","","","pending","0","0","ARC-032.mp4","Generate single shot. Treat the supplied ARC-KF32 FIRST frame and ARC-KF33 LAST frame as immutable exact endpoints. The existing giant brass crank performs one deliberate half-turn in reverse, making the projected film run backward while it remains contained inside the screen behind its rigid brass frame; the crank stops and the frame holds. Make one slow 40 mm track forward eight metres from behind the crank toward the screen, preserving the audience silhouettes, curved film path, projector light, wheel geometry, theater scale, and screen surface as the held image fills the supplied landing composition. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF33 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-033","ACT IV - THE DISTRICTS WAKE","ARC-KF33","ARC-KF34","DISTRICTS","416504","","","pending","0","0","ARC-033.mp4","Generate single shot. Treat the supplied ARC-KF33 FIRST frame and ARC-KF34 LAST frame as immutable exact endpoints. The walking adult completes one circuit to the empty chair and rests one hand on it while the lamps at exactly six desks cast one shared shadow direction across the round chamber floor. Make one patient 50 mm clockwise orbit of one hundred twenty degrees inside the circle, preserving exactly six desks, five seated workers, one empty chair, six different crafts, warm lamp pools, circular spacing, and stable adult silhouettes as the shared shadow points toward the supplied destination. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF34 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
"ARC-034","ACT IV - THE DISTRICTS WAKE","ARC-KF34","ARC-KF35","DISTRICTS","416504","","","pending","0","0","ARC-034.mp4","Generate single shot. Treat the supplied ARC-KF34 FIRST frame and ARC-KF35 LAST frame as immutable exact endpoints. The gold-teal upper-city palette and green-magenta undercity palette meet at the horizon as one seamless painted gradient while both cities complete one slow breath of light and the existing blue thread keeps them joined. Make one slow 30 mm crane upward twenty metres and hold, preserving the bridge tower, faceless engineer, city geometry, night haze, palette identities, horizon, and continuous blue connection as the real tower window becomes the supplied transition surface. Complete the dominant action by 4.5 seconds, match the supplied ARC-KF35 LAST frame exactly, and hold motionless through 5.0 seconds. painterly graphic-novel realism, visible brushstrokes, art-deco gold-teal above, neon green-magenta undercity, hand-drawn smoke, hard rim light. No dialogue. No background music.",""
